Sebastiano NELA,BEARZOT Enzo (ITA),SPORTS
Yvon LE ROUX,MICHEL Henri (FRA),SPORTS
Roberto TRICELLA,BEARZOT Enzo (ITA),SPORTS
Thierry TUSSEAU,MICHEL Henri (FRA),SPORTS
Carlo ANCELOTTI,BEARZOT Enzo (ITA),SPORTS
Jean-Marc FERRERI,MICHEL Henri (FRA),SPORTS
Franco TANCREDI,BEARZOT Enzo (ITA),SPORTS
Bernard GENGHINI,MICHEL Henri (FRA),SPORTS
Antonio DI GENNARO,BEARZOT Enzo (ITA),SPORTS
Philippe VERCRUYSSE,MICHEL Henri (FRA),SPORTS
Marco TARDELLI,BEARZOT Enzo (ITA),SPORTS
Bruno BELLONE,MICHEL Henri (FRA),SPORTS
Gianluca VIALLI,BEARZOT Enzo (ITA),SPORTS
Jean-Pierre PAPIN,MICHEL Henri (FRA),SPORTS
Paolo ROSSI,BEARZOT Enzo (ITA),SPORTS
Daniel XUEREB,MICHEL Henri (FRA),SPORTS
Aldo SERENA,BEARZOT Enzo (ITA),SPORTS
Philippe BERGEROO,MICHEL Henri (FRA),SPORTS
Walter ZENGA,BEARZOT Enzo (ITA),SPORTS
Albert RUST,MICHEL Henri (FRA),SPORTS
Badou ZAKI,FARIA Jose (BRA),SPORTS
Harald SCHUMACHER,BECKENBAUER Franz (GER),SPORTS
Labid KHALIFA,FARIA Jose (BRA),SPORTS
Hans Peter BRIEGEL,BECKENBAUER Franz (GER),SPORTS
Abdelmajid LAMRISS,FARIA Jose (BRA),SPORTS
Karl Heinz FOERSTER,BECKENBAUER Franz (GER),SPORTS
Noureddine BOUYAHYAOUI,FARIA Jose (BRA),SPORTS
Norbert EDER,BECKENBAUER Franz (GER),SPORTS
Abdelmajid DOLMY,FARIA Jose (BRA),SPORTS
Lothar MATTHAEUS,BECKENBAUER Franz (GER),SPORTS
Mustapha EL HADAOUI,FARIA Jose (BRA),SPORTS
Rudi VOELLER,BECKENBAUER Franz (GER),SPORTS
Aziz BOUDERBALA,FARIA Jose (BRA),SPORTS
Felix MAGATH,BECKENBAUER Franz (GER),SPORTS
Abdelkarim KRIMAU,FARIA Jose (BRA),SPORTS
Karl-Heinz RUMMENIGGE,BECKENBAUER Franz (GER),SPORTS
Mohamed TIMOUMI,FARIA Jose (BRA),SPORTS
Thomas BERTHOLD,BECKENBAUER Franz (GER),SPORTS
Lahcen OUDANI,FARIA Jose (BRA),SPORTS
Ditmar JAKOBS,BECKENBAUER Franz (GER),SPORTS
Abdelrazzak KHAIRI,FARIA Jose (BRA),SPORTS
Klaus ALLOFS,BECKENBAUER Franz (GER),SPORTS
Mustafa EL BIYAZ,FARIA Jose (BRA),SPORTS
Andreas BREHME,BECKENBAUER Franz (GER),SPORTS
Mustafa MERRY,FARIA Jose (BRA),SPORTS
Matthias HERGET,BECKENBAUER Franz (GER),SPORTS
Salaheddine HMIED,FARIA Jose (BRA),SPORTS
Pierre LITTBARSKI,BECKENBAUER Franz (GER),SPORTS
Abdelfettah RHIATI,FARIA Jose (BRA),SPORTS
Ulrich STEIN,BECKENBAUER Franz (GER),SPORTS
Mohammed EL HADDAOUI,FARIA Jose (BRA),SPORTS
Karl ALLGOEWER,BECKENBAUER Franz (GER),SPORTS
Azeddine AMANALLAH,FARIA Jose (BRA),SPORTS
Klaus AUGENTHALER,BECKENBAUER Franz (GER),SPORTS
Mohamed SAHIL,FARIA Jose (BRA),SPORTS
Olaf THON,BECKENBAUER Franz (GER),SPORTS
Fadel JILAL,FARIA Jose (BRA),SPORTS
Uwe RAHN,BECKENBAUER Franz (GER),SPORTS
Abdellah BIDAR,FARIA Jose (BRA),SPORTS
Dieter HOENESS,BECKENBAUER Franz (GER),SPORTS
Abdel Aziz SOULAYMANI,FARIA Jose (BRA),SPORTS
Wolfgang ROLFF,BECKENBAUER Franz (GER),SPORTS
Abdelfettah HOUDANI,FARIA Jose (BRA),SPORTS
Eike IMMEL,BECKENBAUER Franz (GER),SPORTS
Peter SHILTON,ROBSON Bobby (ENG),SPORTS
Roberto FERNANDEZ,RE Cayetano (PAR),SPORTS
Gary STEVENS,ROBSON Bobby (ENG),SPORTS
Juan TORALES,RE Cayetano (PAR),SPORTS
Kenny SANSOM,ROBSON Bobby (ENG),SPORTS
Cesar ZABALA,RE Cayetano (PAR),SPORTS
Glenn HODDLE,ROBSON Bobby (ENG),SPORTS
Vladimiro SCHETTINA,RE Cayetano (PAR),SPORTS
Alvin MARTIN,ROBSON Bobby (ENG),SPORTS
Rogelio DELGADO,RE Cayetano (PAR),SPORTS
Terry BUTCHER,ROBSON Bobby (ENG),SPORTS
Jorge NUNEZ,RE Cayetano (PAR),SPORTS
Gary LINEKER,ROBSON Bobby (ENG),SPORTS
Buenaventura FERREIRA,RE Cayetano (PAR),SPORTS
Peter REID,ROBSON Bobby (ENG),SPORTS
Julio Cesar ROMERO,RE Cayetano (PAR),SPORTS
Trevor STEVEN,ROBSON Bobby (ENG),SPORTS
Roberto CABANAS,RE Cayetano (PAR),SPORTS
Steve HODGE,ROBSON Bobby (ENG),SPORTS
Adolfino CANETE,RE Cayetano (PAR),SPORTS
Peter BEARDSLEY,ROBSON Bobby (ENG),SPORTS
Alfredo MENDOZA,RE Cayetano (PAR),SPORTS
Bryan ROBSON,ROBSON Bobby (ENG),SPORTS
Jorge BATTAGLIA,RE Cayetano (PAR),SPORTS
Ray WILKINS,ROBSON Bobby (ENG),SPORTS
Virginio CACERES,RE Cayetano (PAR),SPORTS
Mark HATELEY,ROBSON Bobby (ENG),SPORTS
Luis CABALLERO,RE Cayetano (PAR),SPORTS
Chris WADDLE,ROBSON Bobby (ENG),SPORTS
Eufemio CABRAL,RE Cayetano (PAR),SPORTS
Viv ANDERSON,ROBSON Bobby (ENG),SPORTS
Jorge GUASCH,RE Cayetano (PAR),SPORTS
Chris WOODS,ROBSON Bobby (ENG),SPORTS
Francisco ALCARAZ,RE Cayetano (PAR),SPORTS
Terry FENWICK,ROBSON Bobby (ENG),SPORTS
Evaristo ISASI,RE Cayetano (PAR),SPORTS
Gary A. STEVENS,ROBSON Bobby (ENG),SPORTS
Rolando CHILAVERT,RE Cayetano (PAR),SPORTS
John BARNES,ROBSON Bobby (ENG),SPORTS
Ramon HICKS,RE Cayetano (PAR),SPORTS
Kerry DIXON,ROBSON Bobby (ENG),SPORTS
Faustino ALONSO,RE Cayetano (PAR),SPORTS
Gary BAILEY,ROBSON Bobby (ENG),SPORTS
Julian CORONEL,RE Cayetano (PAR),SPORTS
Lars HOGH,PIONTEK Sepp (GER),SPORTS
Andoni ZUBIZARRETA,MUNOZ Miguel (ESP),SPORTS
Soren BUSK,PIONTEK Sepp (GER),SPORTS
TOMAS,MUNOZ Miguel (ESP),SPORTS
Morten OLSEN,PIONTEK Sepp (GER),SPORTS
Jose Antonio CAMACHO,MUNOZ Miguel (ESP),SPORTS
Ivan NIELSEN,PIONTEK Sepp (GER),SPORTS
VICTOR,MUNOZ Miguel (ESP),SPORTS
Soren LERBY,PIONTEK Sepp (GER),SPORTS
GOIKO,MUNOZ Miguel (ESP),SPORTS
Jesper OLSEN,PIONTEK Sepp (GER),SPORTS
Emilio BUTRAGUENO,MUNOZ Miguel (ESP),SPORTS
Klaus BERGGREEN,PIONTEK Sepp (GER),SPORTS
JULIO ALBERTO,MUNOZ Miguel (ESP),SPORTS
Preben ELKJAER LARSEN,PIONTEK Sepp (GER),SPORTS
Ricardo GALLEGO,MUNOZ Miguel (ESP),SPORTS
Michael LAUDRUP,PIONTEK Sepp (GER),SPORTS
Ramon Maria CALDERE,MUNOZ Miguel (ESP),SPORTS
Jens BERTELSEN,PIONTEK Sepp (GER),SPORTS
JULIO SALINAS,MUNOZ Miguel (ESP),SPORTS
Henrik ANDERSEN,PIONTEK Sepp (GER),SPORTS
MICHEL,MUNOZ Miguel (ESP),SPORTS
Trols RASMUSSEN,PIONTEK Sepp (GER),SPORTS
Antonio MACEDA,MUNOZ Miguel (ESP),SPORTS
John SIVEBAEK,PIONTEK Sepp (GER),SPORTS
Rafael GORDILLO,MUNOZ Miguel (ESP),SPORTS
Jan MOLBY,PIONTEK Sepp (GER),SPORTS
Juan Antonio SENOR,MUNOZ Miguel (ESP),SPORTS
Per FRIMANN,PIONTEK Sepp (GER),SPORTS
Francisco CARRASCO,MUNOZ Miguel (ESP),SPORTS
Allan SIMONSEN,PIONTEK Sepp (GER),SPORTS
QUIQUE SETIEN,MUNOZ Miguel (ESP),SPORTS
Frank ARNESEN,PIONTEK Sepp (GER),SPORTS
Francisco URRUTICOECHEA,MUNOZ Miguel (ESP),SPORTS
Ole QVIST,PIONTEK Sepp (GER),SPORTS
CHENDO,MUNOZ Miguel (ESP),SPORTS
Kent NIELSEN,PIONTEK Sepp (GER),SPORTS
Hipolito RINCON,MUNOZ Miguel (ESP),SPORTS
Flemming CHRISTENSEN,PIONTEK Sepp (GER),SPORTS
FRANCISCO,MUNOZ Miguel (ESP),SPORTS
John ERIKSEN,PIONTEK Sepp (GER),SPORTS
ELOY,MUNOZ Miguel (ESP),SPORTS
Jan BARTRAM,PIONTEK Sepp (GER),SPORTS
Juan Carlos ABLANEDO,MUNOZ Miguel (ESP),SPORTS
CARLOS,SANTANA Tele (BRA),SPORTS
Joel BATS,MICHEL Henri (FRA),SPORTS
EDINHO,SANTANA Tele (BRA),SPORTS
Manuel AMOROS,MICHEL Henri (FRA),SPORTS
JUNIOR,SANTANA Tele (BRA),SPORTS
Patrick BATTISTON,MICHEL Henri (FRA),SPORTS
MULLER,SANTANA Tele (BRA),SPORTS
Maxime BOSSIS,MICHEL Henri (FRA),SPORTS
CARECA,SANTANA Tele (BRA),SPORTS
Thierry TUSSEAU,MICHEL Henri (FRA),SPORTS
JOSIMAR,SANTANA Tele (BRA),SPORTS
Luis FERNANDEZ,MICHEL Henri (FRA),SPORTS
JULIO CESAR,SANTANA Tele (BRA),SPORTS
Michel PLATINI,MICHEL Henri (FRA),SPORTS
ALEMAO,SANTANA Tele (BRA),SPORTS
Alain GIRESSE,MICHEL Henri (FRA),SPORTS
BRANCO,SANTANA Tele (BRA),SPORTS
Jean TIGANA,MICHEL Henri (FRA),SPORTS
SOCRATES,SANTANA Tele (BRA),SPORTS
Dominique ROCHETEAU,MICHEL Henri (FRA),SPORTS
ELZO,SANTANA Tele (BRA),SPORTS
Yannick STOPYRA,MICHEL Henri (FRA),SPORTS
EDSON,SANTANA Tele (BRA),SPORTS
William AYACHE,MICHEL Henri (FRA),SPORTS
OSCAR,SANTANA Tele (BRA),SPORTS
Michel BIBARD,MICHEL Henri (FRA),SPORTS
FALCAO,SANTANA Tele (BRA),SPORTS
Yvon LE ROUX,MICHEL Henri (FRA),SPORTS
CASAGRANDE,SANTANA Tele (BRA),SPORTS
Jean-Marc FERRERI,MICHEL Henri (FRA),SPORTS
ZICO,SANTANA Tele (BRA),SPORTS
Bernard GENGHINI,MICHEL Henri (FRA),SPORTS
EDIVALDO,SANTANA Tele (BRA),SPORTS
Philippe VERCRUYSSE,MICHEL Henri (FRA),SPORTS
PAULO VITOR,SANTANA Tele (BRA),SPORTS
Bruno BELLONE,MICHEL Henri (FRA),SPORTS
MAURO GALVAO,SANTANA Tele (BRA),SPORTS
Jean-Pierre PAPIN,MICHEL Henri (FRA),SPORTS
SILAS,SANTANA Tele (BRA),SPORTS
Daniel XUEREB,MICHEL Henri (FRA),SPORTS
VALDO,SANTANA Tele (BRA),SPORTS
Philippe BERGEROO,MICHEL Henri (FRA),SPORTS
LEAO,SANTANA Tele (BRA),SPORTS
Albert RUST,MICHEL Henri (FRA),SPORTS
Harald SCHUMACHER,BECKENBAUER Franz (GER),SPORTS
Pablo LARIOS,MILUTINOVIC Bora (YUG),SPORTS
Hans Peter BRIEGEL,BECKENBAUER Franz (GER),SPORTS
Fernando QUIRARTE,MILUTINOVIC Bora (YUG),SPORTS
Andreas BREHME,BECKENBAUER Franz (GER),SPORTS
Miguel ESPANA,MILUTINOVIC Bora (YUG),SPORTS
Karl Heinz FOERSTER,BECKENBAUER Franz (GER),SPORTS
Hugo S�NCHEZ,MILUTINOVIC Bora (YUG),SPORTS
Norbert EDER,BECKENBAUER Franz (GER),SPORTS
Tomas BOY,MILUTINOVIC Bora (YUG),SPORTS
Lothar MATTHAEUS,BECKENBAUER Franz (GER),SPORTS
Javier AGUIRRE,MILUTINOVIC Bora (YUG),SPORTS
Felix MAGATH,BECKENBAUER Franz (GER),SPORTS
Felix CRUZ,MILUTINOVIC Bora (YUG),SPORTS
Karl-Heinz RUMMENIGGE,BECKENBAUER Franz (GER),SPORTS
Carlos MUNOZ,MILUTINOVIC Bora (YUG),SPORTS
Thomas BERTHOLD,BECKENBAUER Franz (GER),SPORTS
Raul SERVIN,MILUTINOVIC Bora (YUG),SPORTS
Ditmar JAKOBS,BECKENBAUER Franz (GER),SPORTS
Rafael AMADOR,MILUTINOVIC Bora (YUG),SPORTS
Klaus ALLOFS,BECKENBAUER Franz (GER),SPORTS
Manuel NEGRETE,MILUTINOVIC Bora (YUG),SPORTS
Matthias HERGET,BECKENBAUER Franz (GER),SPORTS
Mario TREJO,MILUTINOVIC Bora (YUG),SPORTS
Pierre LITTBARSKI,BECKENBAUER Franz (GER),SPORTS
Armando MANZO,MILUTINOVIC Bora (YUG),SPORTS
Rudi VOELLER,BECKENBAUER Franz (GER),SPORTS
Francisco CRUZ,MILUTINOVIC Bora (YUG),SPORTS
Ulrich STEIN,BECKENBAUER Franz (GER),SPORTS
Carlos DE LOS COBOS,MILUTINOVIC Bora (YUG),SPORTS
Karl ALLGOEWER,BECKENBAUER Franz (GER),SPORTS
Alejandro DOMINGUEZ,MILUTINOVIC Bora (YUG),SPORTS
Klaus AUGENTHALER,BECKENBAUER Franz (GER),SPORTS
Carlos HERMOSILLO,MILUTINOVIC Bora (YUG),SPORTS
Olaf THON,BECKENBAUER Franz (GER),SPORTS
Ignacio RODRIGUEZ,MILUTINOVIC Bora (YUG),SPORTS
Uwe RAHN,BECKENBAUER Franz (GER),SPORTS
Luis FLORES,MILUTINOVIC Bora (YUG),SPORTS
Dieter HOENESS,BECKENBAUER Franz (GER),SPORTS
Javier HERNANDEZ,MILUTINOVIC Bora (YUG),SPORTS
Wolfgang ROLFF,BECKENBAUER Franz (GER),SPORTS
Olaf HEREDIA,MILUTINOVIC Bora (YUG),SPORTS
Eike IMMEL,BECKENBAUER Franz (GER),SPORTS
Cristobal ORTEGA,MILUTINOVIC Bora (YUG),SPORTS
Andoni ZUBIZARRETA,MUNOZ Miguel (ESP),SPORTS
Jean Marie PFAFF,THYS Guy (BEL),SPORTS
TOMAS,MUNOZ Miguel (ESP),SPORTS
Eric GERETS,THYS Guy (BEL),SPORTS
Jose Antonio CAMACHO,MUNOZ Miguel (ESP),SPORTS
Michel RENQUIN,THYS Guy (BEL),SPORTS
VICTOR,MUNOZ Miguel (ESP),SPORTS
Frank VERCAUTEREN,THYS Guy (BEL),SPORTS
Emilio BUTRAGUENO,MUNOZ Miguel (ESP),SPORTS
Enzo SCIFO,THYS Guy (BEL),SPORTS
JULIO ALBERTO,MUNOZ Miguel (ESP),SPORTS
Jan CEULEMANS,THYS Guy (BEL),SPORTS
Ricardo GALLEGO,MUNOZ Miguel (ESP),SPORTS
Georges GRUN,THYS Guy (BEL),SPORTS
CHENDO,MUNOZ Miguel (ESP),SPORTS
Nico CLAESEN,THYS Guy (BEL),SPORTS
Ramon Maria CALDERE,MUNOZ Miguel (ESP),SPORTS
Daniel VEYT,THYS Guy (BEL),SPORTS
JULIO SALINAS,MUNOZ Miguel (ESP),SPORTS
Stephane DEMOL,THYS Guy (BEL),SPORTS
MICHEL,MUNOZ Miguel (ESP),SPORTS
Patrick VERVOORT,THYS Guy (BEL),SPORTS
Antonio MACEDA,MUNOZ Miguel (ESP),SPORTS
Franky VAN DER ELST,THYS Guy (BEL),SPORTS
Rafael GORDILLO,MUNOZ Miguel (ESP),SPORTS
Michel DE WOLF,THYS Guy (BEL),SPORTS
Juan Antonio SENOR,MUNOZ Miguel (ESP),SPORTS
Rene VANDEREYCKEN,THYS Guy (BEL),SPORTS
GOIKO,MUNOZ Miguel (ESP),SPORTS
Erwin VANDENBERGH,THYS Guy (BEL),SPORTS
Francisco CARRASCO,MUNOZ Miguel (ESP),SPORTS
Philippe DESMET,THYS Guy (BEL),SPORTS
QUIQUE SETIEN,MUNOZ Miguel (ESP),SPORTS
Jacques MUNARON,THYS Guy (BEL),SPORTS
Francisco URRUTICOECHEA,MUNOZ Miguel (ESP),SPORTS
Leo CLIJSTERS,THYS Guy (BEL),SPORTS
Hipolito RINCON,MUNOZ Miguel (ESP),SPORTS
Leo VAN DER ELST,THYS Guy (BEL),SPORTS
FRANCISCO,MUNOZ Miguel (ESP),SPORTS
Raymond MOMMENS,THYS Guy (BEL),SPORTS
ELOY,MUNOZ Miguel (ESP),SPORTS
Hugo BROOS,THYS Guy (BEL),SPORTS
Juan Carlos ABLANEDO,MUNOZ Miguel (ESP),SPORTS
Gilbert BODART,THYS Guy (BEL),SPORTS
Nery PUMPIDO,BILARDO Carlos (ARG),SPORTS
Peter SHILTON,ROBSON Bobby (ENG),SPORTS
Sergio BATISTA,BILARDO Carlos (ARG),SPORTS
Gary STEVENS,ROBSON Bobby (ENG),SPORTS
Jose BROWN,BILARDO Carlos (ARG),SPORTS
Kenny SANSOM,ROBSON Bobby (ENG),SPORTS
Jorge BURRUCHAGA,BILARDO Carlos (ARG),SPORTS
Glenn HODDLE,ROBSON Bobby (ENG),SPORTS
Jose CUCIUFFO,BILARDO Carlos (ARG),SPORTS
Terry BUTCHER,ROBSON Bobby (ENG),SPORTS
Diego MARADONA,BILARDO Carlos (ARG),SPORTS
Gary LINEKER,ROBSON Bobby (ENG),SPORTS
Jorge VALDANO,BILARDO Carlos (ARG),SPORTS
Terry FENWICK,ROBSON Bobby (ENG),SPORTS
Hector ENRIQUE,BILARDO Carlos (ARG),SPORTS
Peter REID,ROBSON Bobby (ENG),SPORTS
Ricardo GIUSTI,BILARDO Carlos (ARG),SPORTS
Trevor STEVEN,ROBSON Bobby (ENG),SPORTS
Julio OLARTICOECHEA,BILARDO Carlos (ARG),SPORTS
Steve HODGE,ROBSON Bobby (ENG),SPORTS
Oscar RUGGERI,BILARDO Carlos (ARG),SPORTS
Peter BEARDSLEY,ROBSON Bobby (ENG),SPORTS
Sergio ALMIRON,BILARDO Carlos (ARG),SPORTS
Alvin MARTIN,ROBSON Bobby (ENG),SPORTS
Ricardo BOCHINI,BILARDO Carlos (ARG),SPORTS
Bryan ROBSON,ROBSON Bobby (ENG),SPORTS
Claudio BORGHI,BILARDO Carlos (ARG),SPORTS
Ray WILKINS,ROBSON Bobby (ENG),SPORTS
Daniel PASSARELLA,BILARDO Carlos (ARG),SPORTS
Mark HATELEY,ROBSON Bobby (ENG),SPORTS
Nestor CLAUSEN,BILARDO Carlos (ARG),SPORTS
Chris WADDLE,ROBSON Bobby (ENG),SPORTS
Oscar GARRE,BILARDO Carlos (ARG),SPORTS
Viv ANDERSON,ROBSON Bobby (ENG),SPORTS
Luis ISLAS,BILARDO Carlos (ARG),SPORTS
Chris WOODS,ROBSON Bobby (ENG),SPORTS
Pedro PASCULLI,BILARDO Carlos (ARG),SPORTS
Gary A. STEVENS,ROBSON Bobby (ENG),SPORTS
Carlos TAPIA,BILARDO Carlos (ARG),SPORTS
John BARNES,ROBSON Bobby (ENG),SPORTS
Marcelo TROBBIANI,BILARDO Carlos (ARG),SPORTS
Kerry DIXON,ROBSON Bobby (ENG),SPORTS
Hector ZELADA,BILARDO Carlos (ARG),SPORTS
Gary BAILEY,ROBSON Bobby (ENG),SPORTS
Joel BATS,MICHEL Henri (FRA),SPORTS
Harald SCHUMACHER,BECKENBAUER Franz (GER),SPORTS
Manuel AMOROS,MICHEL Henri (FRA),SPORTS
Hans Peter BRIEGEL,BECKENBAUER Franz (GER),SPORTS
William AYACHE,MICHEL Henri (FRA),SPORTS
Andreas BREHME,BECKENBAUER Franz (GER),SPORTS
Patrick BATTISTON,MICHEL Henri (FRA),SPORTS
Karl Heinz FOERSTER,BECKENBAUER Franz (GER),SPORTS
Maxime BOSSIS,MICHEL Henri (FRA),SPORTS
Norbert EDER,BECKENBAUER Franz (GER),SPORTS
Luis FERNANDEZ,MICHEL Henri (FRA),SPORTS
Lothar MATTHAEUS,BECKENBAUER Franz (GER),SPORTS
Michel PLATINI,MICHEL Henri (FRA),SPORTS
Felix MAGATH,BECKENBAUER Franz (GER),SPORTS
Alain GIRESSE,MICHEL Henri (FRA),SPORTS
Karl-Heinz RUMMENIGGE,BECKENBAUER Franz (GER),SPORTS
Jean TIGANA,MICHEL Henri (FRA),SPORTS
Ditmar JAKOBS,BECKENBAUER Franz (GER),SPORTS
Bruno BELLONE,MICHEL Henri (FRA),SPORTS
Klaus ALLOFS,BECKENBAUER Franz (GER),SPORTS
Yannick STOPYRA,MICHEL Henri (FRA),SPORTS
Wolfgang ROLFF,BECKENBAUER Franz (GER),SPORTS
Michel BIBARD,MICHEL Henri (FRA),SPORTS
Matthias HERGET,BECKENBAUER Franz (GER),SPORTS
Yvon LE ROUX,MICHEL Henri (FRA),SPORTS
Pierre LITTBARSKI,BECKENBAUER Franz (GER),SPORTS
Thierry TUSSEAU,MICHEL Henri (FRA),SPORTS
Rudi VOELLER,BECKENBAUER Franz (GER),SPORTS
Jean-Marc FERRERI,MICHEL Henri (FRA),SPORTS
Ulrich STEIN,BECKENBAUER Franz (GER),SPORTS
Bernard GENGHINI,MICHEL Henri (FRA),SPORTS
Karl ALLGOEWER,BECKENBAUER Franz (GER),SPORTS
Philippe VERCRUYSSE,MICHEL Henri (FRA),SPORTS
Thomas BERTHOLD,BECKENBAUER Franz (GER),SPORTS
Jean-Pierre PAPIN,MICHEL Henri (FRA),SPORTS
Klaus AUGENTHALER,BECKENBAUER Franz (GER),SPORTS
Dominique ROCHETEAU,MICHEL Henri (FRA),SPORTS
Olaf THON,BECKENBAUER Franz (GER),SPORTS
Daniel XUEREB,MICHEL Henri (FRA),SPORTS
Uwe RAHN,BECKENBAUER Franz (GER),SPORTS
Philippe BERGEROO,MICHEL Henri (FRA),SPORTS
Dieter HOENESS,BECKENBAUER Franz (GER),SPORTS
Albert RUST,MICHEL Henri (FRA),SPORTS
Eike IMMEL,BECKENBAUER Franz (GER),SPORTS
Nery PUMPIDO,BILARDO Carlos (ARG),SPORTS
Jean Marie PFAFF,THYS Guy (BEL),SPORTS
Sergio BATISTA,BILARDO Carlos (ARG),SPORTS
Eric GERETS,THYS Guy (BEL),SPORTS
Jose BROWN,BILARDO Carlos (ARG),SPORTS
Michel RENQUIN,THYS Guy (BEL),SPORTS
Jorge BURRUCHAGA,BILARDO Carlos (ARG),SPORTS
Frank VERCAUTEREN,THYS Guy (BEL),SPORTS
Jose CUCIUFFO,BILARDO Carlos (ARG),SPORTS
Enzo SCIFO,THYS Guy (BEL),SPORTS
Diego MARADONA,BILARDO Carlos (ARG),SPORTS
Jan CEULEMANS,THYS Guy (BEL),SPORTS
Jorge VALDANO,BILARDO Carlos (ARG),SPORTS
Georges GRUN,THYS Guy (BEL),SPORTS
Hector ENRIQUE,BILARDO Carlos (ARG),SPORTS
Nico CLAESEN,THYS Guy (BEL),SPORTS
Ricardo GIUSTI,BILARDO Carlos (ARG),SPORTS
Daniel VEYT,THYS Guy (BEL),SPORTS
Julio OLARTICOECHEA,BILARDO Carlos (ARG),SPORTS
Stephane DEMOL,THYS Guy (BEL),SPORTS
Oscar RUGGERI,BILARDO Carlos (ARG),SPORTS
Patrick VERVOORT,THYS Guy (BEL),SPORTS
Sergio ALMIRON,BILARDO Carlos (ARG),SPORTS
Franky VAN DER ELST,THYS Guy (BEL),SPORTS
Ricardo BOCHINI,BILARDO Carlos (ARG),SPORTS
Michel DE WOLF,THYS Guy (BEL),SPORTS
Claudio BORGHI,BILARDO Carlos (ARG),SPORTS
Rene VANDEREYCKEN,THYS Guy (BEL),SPORTS
Daniel PASSARELLA,BILARDO Carlos (ARG),SPORTS
Erwin VANDENBERGH,THYS Guy (BEL),SPORTS
Nestor CLAUSEN,BILARDO Carlos (ARG),SPORTS
Philippe DESMET,THYS Guy (BEL),SPORTS
Oscar GARRE,BILARDO Carlos (ARG),SPORTS
Jacques MUNARON,THYS Guy (BEL),SPORTS
Luis ISLAS,BILARDO Carlos (ARG),SPORTS
Leo CLIJSTERS,THYS Guy (BEL),SPORTS
Pedro PASCULLI,BILARDO Carlos (ARG),SPORTS
Leo VAN DER ELST,THYS Guy (BEL),SPORTS
Carlos TAPIA,BILARDO Carlos (ARG),SPORTS
Raymond MOMMENS,THYS Guy (BEL),SPORTS
Marcelo TROBBIANI,BILARDO Carlos (ARG),SPORTS
Hugo BROOS,THYS Guy (BEL),SPORTS
Hector ZELADA,BILARDO Carlos (ARG),SPORTS
Gilbert BODART,THYS Guy (BEL),SPORTS
Albert RUST,MICHEL Henri (FRA),SPORTS
Jean Marie PFAFF,THYS Guy (BEL),SPORTS
Manuel AMOROS,MICHEL Henri (FRA),SPORTS
Eric GERETS,THYS Guy (BEL),SPORTS
Patrick BATTISTON,MICHEL Henri (FRA),SPORTS
Michel RENQUIN,THYS Guy (BEL),SPORTS
Michel BIBARD,MICHEL Henri (FRA),SPORTS
Enzo SCIFO,THYS Guy (BEL),SPORTS
Yvon LE ROUX,MICHEL Henri (FRA),SPORTS
Jan CEULEMANS,THYS Guy (BEL),SPORTS
Jean-Marc FERRERI,MICHEL Henri (FRA),SPORTS
Georges GRUN,THYS Guy (BEL),SPORTS
Bernard GENGHINI,MICHEL Henri (FRA),SPORTS
Nico CLAESEN,THYS Guy (BEL),SPORTS
Jean TIGANA,MICHEL Henri (FRA),SPORTS
Raymond MOMMENS,THYS Guy (BEL),SPORTS
Philippe VERCRUYSSE,MICHEL Henri (FRA),SPORTS
Daniel VEYT,THYS Guy (BEL),SPORTS
Bruno BELLONE,MICHEL Henri (FRA),SPORTS
Stephane DEMOL,THYS Guy (BEL),SPORTS
Jean-Pierre PAPIN,MICHEL Henri (FRA),SPORTS
Patrick VERVOORT,THYS Guy (BEL),SPORTS
Joel BATS,MICHEL Henri (FRA),SPORTS
Franky VAN DER ELST,THYS Guy (BEL),SPORTS
William AYACHE,MICHEL Henri (FRA),SPORTS
Michel DE WOLF,THYS Guy (BEL),SPORTS
Maxime BOSSIS,MICHEL Henri (FRA),SPORTS
Frank VERCAUTEREN,THYS Guy (BEL),SPORTS
Thierry TUSSEAU,MICHEL Henri (FRA),SPORTS
Rene VANDEREYCKEN,THYS Guy (BEL),SPORTS
Luis FERNANDEZ,MICHEL Henri (FRA),SPORTS
Erwin VANDENBERGH,THYS Guy (BEL),SPORTS
Michel PLATINI,MICHEL Henri (FRA),SPORTS
Philippe DESMET,THYS Guy (BEL),SPORTS
Alain GIRESSE,MICHEL Henri (FRA),SPORTS
Jacques MUNARON,THYS Guy (BEL),SPORTS
Dominique ROCHETEAU,MICHEL Henri (FRA),SPORTS
Leo CLIJSTERS,THYS Guy (BEL),SPORTS
Yannick STOPYRA,MICHEL Henri (FRA),SPORTS
Leo VAN DER ELST,THYS Guy (BEL),SPORTS
Daniel XUEREB,MICHEL Henri (FRA),SPORTS
Hugo BROOS,THYS Guy (BEL),SPORTS
Philippe BERGEROO,MICHEL Henri (FRA),SPORTS
Gilbert BODART,THYS Guy (BEL),SPORTS
Nery PUMPIDO,BILARDO Carlos (ARG),SPORTS
Harald SCHUMACHER,BECKENBAUER Franz (GER),SPORTS
Sergio BATISTA,BILARDO Carlos (ARG),SPORTS
Hans Peter BRIEGEL,BECKENBAUER Franz (GER),SPORTS
Jose BROWN,BILARDO Carlos (ARG),SPORTS
